Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,Notes
2021,California,Los Angeles,Surgical Site Infections (SSI),Kidney transplant,930000004,Cedars-Sinai Medical Center,Acute Care Hospital,Major Teaching,7,0,0.06,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000004,Cedars-Sinai Medical Center,Acute Care Hospital,Major Teaching,11,0,0.07,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000004,Cedars-Sinai Medical Center,Acute Care Hospital,Major Teaching,4,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000004,Cedars-Sinai Medical Center,Acute Care Hospital,Major Teaching,26,0,0.19,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000004,Cedars-Sinai Medical Center,Acute Care Hospital,Major Teaching,38,0,0.25,0,0,14.88,Same,Yes,¥ See Data Dictionary
2021,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000004,Cedars-Sinai Medical Center,Acute Care Hospital,Major Teaching,15,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000005,Alhambra Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000005,Alhambra Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000008,Antelope Valley Hospital,Acute Care Hospital,Major Teaching,41,1,0.12,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000008,Antelope Valley Hospital,Acute Care Hospital,Major Teaching,31,0,0.09,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000008,Antelope Valley Hospital,Acute Care Hospital,Major Teaching,6,1,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000008,Antelope Valley Hospital,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000008,Antelope Valley Hospital,Acute Care Hospital,Major Teaching,3,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000012,Beverly Hospital,Acute Care Hospital,"Community, 125-250 Beds",13,0,0.04,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000012,Beverly Hospital,Acute Care Hospital,"Community, 125-250 Beds",12,0,0.03,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000012,Beverly Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000022,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000022,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000022,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000022,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000022,Centinela Hospital Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000026,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",95,0,0.54,0,0,6.81,Same,Yes,¥ See Data Dictionary
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000026,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",30,0,0.14,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000026,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",2,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000026,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",4,0,0.04,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000026,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",7,0,0.02,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000026,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Hip prosthesis,930000026,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000026,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",1,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000026,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",3,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000026,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",17,0,0.13,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000026,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",21,0,0.17,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000026,Huntington Hospital,Acute Care Hospital,"Community, >250 Beds",8,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000028,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",3,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000028,West Hills Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",3,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000034,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,1691,12,11.55,1.04,0.56,1.77,Same,No,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000034,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,545,0,1.76,0,0,1.71,Same,Yes,
2021,California,Los Angeles,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",930000034,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,23,0,0.19,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Cardiac surgery,930000034,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,410,5,3.07,1.63,0.6,3.61,Same,No,
2021,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000034,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,50,1,0.84,1.19,0.03,6.65,Same,No,¥ See Data Dictionary
2021,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000034,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,116,1,0.38,2.61,0.07,14.55,Same,No,¥ See Data Dictionary
2021,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000034,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,106,0,0.07,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Hip prosthesis,930000034,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,9,0,0.04,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Kidney transplant,930000034,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,18,0,0.15,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Knee prosthesis,930000034,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,5,0,0.06,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000034,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,41,1,0.26,3.82,0.1,21.27,Same,No,¥ See Data Dictionary
2021,California,Los Angeles,Surgical Site Infections (SSI),Liver transplant,930000034,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,28,1,1.93,0.52,0.03,2.55,Same,Yes,
2021,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000034,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,28,0,0.08,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000034,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,71,0,0.49,0,0,7.5,Same,Yes,¥ See Data Dictionary
2021,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000034,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,155,3,2.16,1.39,0.35,3.78,Same,No,
2021,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000034,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,86,0,0.07,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000038,Coast Plaza Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000038,Coast Plaza Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000041,San Gabriel Valley Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000041,San Gabriel Valley Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000041,San Gabriel Valley Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Hip prosthesis,930000041,San Gabriel Valley Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000044,Cedars-Sinai Marina Del Rey Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000044,Cedars-Sinai Marina Del Rey Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000047,Lakewood Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000047,Lakewood Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,59,0,0.41,0,0,9.04,Same,Yes,¥ See Data Dictionary
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,20,0,0.16,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,7,0,0.02,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,6,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Knee prosthesis,930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,3,0,0.03,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,18,0,0.17,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000050,"Kaiser Foundation Hospital, Panorama City",Acute Care Hospital,Major Teaching,31,0,0.15,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000050,"Kaiser Foundation Hospital, Panorama City",Acute Care Hospital,Major Teaching,26,0,0.08,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000050,"Kaiser Foundation Hospital, Panorama City",Acute Care Hospital,Major Teaching,1,0,0.06,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000050,"Kaiser Foundation Hospital, Panorama City",Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000050,"Kaiser Foundation Hospital, Panorama City",Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000050,"Kaiser Foundation Hospital, Panorama City",Acute Care Hospital,Major Teaching,2,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000052,"PIH Health Hospital, Downey",Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Knee prosthesis,930000052,"PIH Health Hospital, Downey",Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000052,"PIH Health Hospital, Downey",Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000053,East Los Angeles Doctors Hospital,Acute Care Hospital,"Community, 125-250 Beds",17,0,0.02,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000053,East Los Angeles Doctors Hospital,Acute Care Hospital,"Community, 125-250 Beds",12,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000053,East Los Angeles Doctors Hospital,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000053,East Los Angeles Doctors Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000058,Garfield Medical Center,Acute Care Hospital,"Community, 125-250 Beds",19,0,0.13,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000058,Garfield Medical Center,Acute Care Hospital,"Community, 125-250 Beds",10,0,0.06,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000058,Garfield Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000058,Garfield Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.05,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000058,Garfield Medical Center,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000058,Garfield Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000059,Adventist Health Glendale,Acute Care Hospital,Major Teaching,3,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000059,Adventist Health Glendale,Acute Care Hospital,Major Teaching,3,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000063,Henry Mayo Newhall Hospital,Acute Care Hospital,"Community, >250 Beds",11,0,0.04,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000063,Henry Mayo Newhall Hospital,Acute Care Hospital,"Community, >250 Beds",8,0,0.04,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000063,Henry Mayo Newhall Hospital,Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000063,Henry Mayo Newhall Hospital,Acute Care Hospital,"Community, >250 Beds",2,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000065,Hollywood Presbyterian Medical Center,Acute Care Hospital,"Community, >250 Beds",2,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000065,Hollywood Presbyterian Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000065,Hollywood Presbyterian Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000066,Providence Holy Cross Medical Center,Acute Care Hospital,"Community, >250 Beds",6,0,0.04,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000066,Providence Holy Cross Medical Center,Acute Care Hospital,"Community, >250 Beds",4,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000066,Providence Holy Cross Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000066,Providence Holy Cross Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.03,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000068,"Good Samaritan Hospital, Los Angeles",Acute Care Hospital,"Community, >250 Beds",3,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000068,"Good Samaritan Hospital, Los Angeles",Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000068,"Good Samaritan Hospital, Los Angeles",Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000068,"Good Samaritan Hospital, Los Angeles",Acute Care Hospital,"Community, >250 Beds",1,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000071,"Kaiser Foundation Hospital, South Bay",Acute Care Hospital,Major Teaching,22,0,0.07,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000071,"Kaiser Foundation Hospital, South Bay",Acute Care Hospital,Major Teaching,18,0,0.06,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000071,"Kaiser Foundation Hospital, South Bay",Acute Care Hospital,Major Teaching,2,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000071,"Kaiser Foundation Hospital, South Bay",Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000071,"Kaiser Foundation Hospital, South Bay",Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000072,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,359,2,2.64,0.76,0.13,2.5,Same,No,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000072,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,84,0,0.63,0,0,5.86,Same,Yes,¥ See Data Dictionary
2021,California,Los Angeles,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",930000072,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,6,1,0.05,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000072,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,33,0,0.56,0,0,6.55,Same,Yes,¥ See Data Dictionary
2021,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000072,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,38,0,0.13,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000072,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,25,0,0.02,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, abdominal",930000072,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,1,0,0.02,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000072,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,34,0,0.22,0,0,16.92,Same,Yes,¥ See Data Dictionary
2021,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000072,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,16,0,0.05,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000072,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,43,1,0.38,2.64,0.07,14.7,Same,No,¥ See Data Dictionary
2021,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000072,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,57,0,0.57,0,0,6.44,Same,Yes,¥ See Data Dictionary
2021,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000072,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,22,0,0.02,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000074,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,177,0,1.05,0,0,2.84,Same,Yes,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000074,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,92,0,0.54,0,0,6.79,Same,Yes,¥ See Data Dictionary
2021,California,Los Angeles,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",930000074,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,3,0,0.03,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000074,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,5,0,0.08,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000074,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,14,0,0.05,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000074,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,16,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Hip prosthesis,930000074,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Knee prosthesis,930000074,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000074,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000074,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000074,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,8,0,0.08,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000074,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,28,0,0.24,0,0,15.63,Same,Yes,¥ See Data Dictionary
2021,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000074,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Major Teaching,5,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000076,"Kaiser Foundation Hospital, West LA",Acute Care Hospital,Major Teaching,18,0,0.11,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000076,"Kaiser Foundation Hospital, West LA",Acute Care Hospital,Major Teaching,16,0,0.09,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000076,"Kaiser Foundation Hospital, West LA",Acute Care Hospital,Major Teaching,1,0,0.02,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000076,"Kaiser Foundation Hospital, West LA",Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000077,Palmdale Regional Medical Center,Acute Care Hospital,Major Teaching,5,0,0.02,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000077,Palmdale Regional Medical Center,Acute Care Hospital,Major Teaching,3,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000077,Palmdale Regional Medical Center,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000077,Palmdale Regional Medical Center,Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000081,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",35,0,0.15,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000081,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",25,0,0.11,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000081,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",4,0,0.01,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000081,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000081,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",4,0,0.02,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000081,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000091,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",172,1,0.66,1.52,0.04,8.49,Same,No,¥ See Data Dictionary
