Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015,Notes
2021,California,Riverside,Surgical Site Infections (SSI),Gallbladder surgery,250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",119,0,0.2,,,,,,0,
2021,California,Riverside,Surgical Site Infections (SSI),Gastric surgery,250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",139,1,0.42,2.39,0.06,13.3,Same,No,0.76,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Hip prosthesis,250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",35,0,0.22,0,0,17.08,Same,Yes,2.65,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, abdominal",250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",15,0,0.07,,,,,,6.58,
2021,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, vaginal",250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.01,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Knee prosthesis,250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",39,0,0.15,,,,,,0,
2021,California,Riverside,Surgical Site Infections (SSI),Laminectomy,250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.01,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Open reduction of fracture,250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",11,0,0.05,,,,,,0,
2021,California,Riverside,Surgical Site Infections (SSI),Ovarian surgery,250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",6,0,0,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Rectal surgery,250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.02,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Small bowel surgery,250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",93,0,2,0,0,1.5,Same,Yes,0,
2021,California,Riverside,Surgical Site Infections (SSI),Spinal fusion,250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",7,0,0.05,,,,,,2.29,
2021,California,Riverside,Surgical Site Infections (SSI),Thoracic surgery,250000044,Doctors Hospital of Riverside,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.01,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,3,0,0.02,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),All procedures,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,5468,59,46,1.28,0.99,1.64,Same,No,,
2021,California,Riverside,Surgical Site Infections (SSI),Appendix surgery,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,236,1,1.3,0.77,0.04,3.79,Same,No,2.92,
2021,California,Riverside,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,94,9,3.57,2.52,1.23,4.63,Worse,No,0,
2021,California,Riverside,Surgical Site Infections (SSI),Cardiac surgery,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,84,0,0.47,0,0,7.93,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Cesarean section,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,1151,5,2.56,1.95,0.72,4.32,Same,No,3.36,
2021,California,Riverside,Surgical Site Infections (SSI),Colon surgery,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,285,12,9.97,1.2,0.65,2.05,Same,No,2.82,
2021,California,Riverside,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,188,1,2.01,0.5,0.03,2.45,Same,Yes,,
2021,California,Riverside,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,4,0,0.05,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,483,6,3.1,1.94,0.79,4.03,Same,No,1.3,
2021,California,Riverside,Surgical Site Infections (SSI),Gallbladder surgery,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,490,2,1.87,1.07,0.18,3.54,Same,No,1.3,
2021,California,Riverside,Surgical Site Infections (SSI),Gastric surgery,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,195,2,1.67,1.2,0.2,3.96,Same,No,1.05,
2021,California,Riverside,Surgical Site Infections (SSI),Hip prosthesis,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,158,1,1.45,0.69,0.04,3.41,Same,Yes,1.33,
2021,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, abdominal",250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,76,0,0.54,0,0,6.87,Same,Yes,3.84,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, vaginal",250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,11,1,0.08,,,,,,0,
2021,California,Riverside,Surgical Site Infections (SSI),Kidney surgery,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,33,0,0.11,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Knee prosthesis,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,185,0,0.84,0,0,4.38,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Laminectomy,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,368,2,1.65,1.21,0.2,4,Same,No,0,
2021,California,Riverside,Surgical Site Infections (SSI),Open reduction of fracture,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,309,1,2.43,0.41,0.02,2.03,Same,Yes,0.41,
2021,California,Riverside,Surgical Site Infections (SSI),Ovarian surgery,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,52,0,0.03,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Pacemaker surgery,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,118,0,0.21,0,0,17.57,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Rectal surgery,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,57,1,1.23,0.82,0.04,4.03,Same,No,5.83,
2021,California,Riverside,Surgical Site Infections (SSI),Small bowel surgery,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,331,14,6.78,2.07,1.18,3.38,Worse,No,3.27,
2021,California,Riverside,Surgical Site Infections (SSI),Spinal fusion,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,349,0,3.2,0,0,0.94,Better,Yes,2.35,
2021,California,Riverside,Surgical Site Infections (SSI),Spleen surgery,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,25,0,0.16,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Thoracic surgery,250000049,Riverside Community Hospital,Acute Care Hospital,Major Teaching,183,1,0.71,1.4,0.04,7.8,Same,No,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),All procedures,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,2383,10,24.46,0.41,0.21,0.73,Better,Yes,,
2021,California,Riverside,Surgical Site Infections (SSI),Appendix surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,111,0,1.09,0,0,2.74,Same,Yes,0,
2021,California,Riverside,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,14,0,0.53,0,0,7.01,Same,Yes,1.74,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Cesarean section,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,466,1,1.49,0.67,0.03,3.32,Same,Yes,0,
2021,California,Riverside,Surgical Site Infections (SSI),Colon surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,96,3,4.99,0.6,0.15,1.64,Same,Yes,0.63,
2021,California,Riverside,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,245,1,3.42,0.29,0.02,1.44,Same,Yes,0.89,
2021,California,Riverside,Surgical Site Infections (SSI),Gallbladder surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,294,1,1.26,0.79,0.04,3.91,Same,No,0,
2021,California,Riverside,Surgical Site Infections (SSI),Gastric surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,19,0,0.54,0,0,6.9,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Hip prosthesis,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,108,0,1.07,0,0,2.79,Same,Yes,0,
2021,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, abdominal",250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,122,1,1.21,0.83,0.04,4.07,Same,No,1.06,
2021,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, vaginal",250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,43,0,0.32,0,0,11.6,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Kidney surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,22,0,0.07,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Knee prosthesis,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,101,0,0.51,0,0,7.18,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Laminectomy,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,95,0,0.45,0,0,8.29,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Open reduction of fracture,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,271,3,2.89,1.04,0.26,2.83,Same,No,1.19,
2021,California,Riverside,Surgical Site Infections (SSI),Ovarian surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,69,0,0.08,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Pacemaker surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,52,0,0.11,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Rectal surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,11,0,0.34,0,0,11.01,Same,Yes,3.92,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Small bowel surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,73,0,1.56,0,0,1.92,Same,Yes,0.79,
2021,California,Riverside,Surgical Site Infections (SSI),Spinal fusion,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,100,0,2.2,0,0,1.36,Same,Yes,0.48,
2021,California,Riverside,Surgical Site Infections (SSI),Spleen surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,20,0,0.14,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Thoracic surgery,250000050,Riverside University Health System - Medical Center,Acute Care Hospital,Major Teaching,49,0,0.2,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),All procedures,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,292,1,1.23,0.81,0.04,4,Same,No,,
2021,California,Riverside,Surgical Site Infections (SSI),Appendix surgery,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,42,0,0.1,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Cesarean section,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,53,0,0.08,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Colon surgery,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,10,0,0.2,,,,,,0,
2021,California,Riverside,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,39,1,0.13,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Gallbladder surgery,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,77,0,0.18,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Hip prosthesis,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,21,0,0.16,,,,,,0,
2021,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, abdominal",250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Knee prosthesis,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,7,0,0.02,,,,,,0,
2021,California,Riverside,Surgical Site Infections (SSI),Open reduction of fracture,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,29,0,0.16,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Rectal surgery,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,2,0,0.04,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Small bowel surgery,250000101,San Gorgonio Memorial Hospital,Acute Care Hospital,Major Teaching,10,0,0.16,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",1,0,0.01,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),All procedures,250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",2360,4,17.74,0.23,0.07,0.54,Better,Yes,,
2021,California,Riverside,Surgical Site Infections (SSI),Appendix surgery,250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",93,0,0.25,0,0,14.7,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",9,0,0.1,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Colon surgery,250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",114,1,2.17,0.46,0.02,2.27,Same,Yes,1.46,
2021,California,Riverside,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",114,1,0.51,1.96,0.05,10.93,Same,No,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Gallbladder surgery,250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",143,0,0.31,0,0,11.98,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Gastric surgery,250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",366,0,1.47,0,0,2.03,Same,Yes,0,
2021,California,Riverside,Surgical Site Infections (SSI),Hip prosthesis,250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",159,0,0.92,0,0,4.01,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Knee prosthesis,250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",128,0,0.39,0,0,9.58,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Laminectomy,250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",166,1,0.57,1.75,0.04,9.74,Same,No,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Open reduction of fracture,250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",318,0,2.71,0,0,1.11,Same,Yes,0.69,
2021,California,Riverside,Surgical Site Infections (SSI),Ovarian surgery,250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",3,0,0.01,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Pacemaker surgery,250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",18,0,0.03,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Rectal surgery,250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",27,0,0.44,0,0,8.48,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Small bowel surgery,250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",303,1,6.32,0.16,0.01,0.78,Better,Yes,0,
2021,California,Riverside,Surgical Site Infections (SSI),Spinal fusion,250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",341,0,1.36,0,0,2.21,Same,Yes,1.19,
2021,California,Riverside,Surgical Site Infections (SSI),Spleen surgery,250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",10,0,0.08,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Thoracic surgery,250000344,"Southwest Healthcare System, Wildomar",Acute Care Hospital,"Community, <125 Beds",47,0,0.1,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),All procedures,250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",1523,3,5.35,0.56,0.14,1.53,Same,Yes,,
2021,California,Riverside,Surgical Site Infections (SSI),Appendix surgery,250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",125,0,0.27,0,0,13.87,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",7,0,0.06,,,,,,0,
2021,California,Riverside,Surgical Site Infections (SSI),Cesarean section,250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",710,2,0.46,4.33,0.52,15.64,Same,No,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Colon surgery,250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",71,1,1.24,0.81,0.04,3.99,Same,No,0,
2021,California,Riverside,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",104,0,0.34,0,0,10.79,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Gallbladder surgery,250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",154,0,0.27,0,0,13.61,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Gastric surgery,250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",33,0,0.19,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Hip prosthesis,250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",19,0,0.1,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, abdominal",250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",70,0,0.3,0,0,12.18,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, vaginal",250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",3,0,0.01,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Kidney surgery,250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",54,0,0.18,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Knee prosthesis,250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",4,0,0.02,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Open reduction of fracture,250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",17,0,0.09,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Ovarian surgery,250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",38,0,0.02,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Pacemaker surgery,250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",13,0,0.02,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Rectal surgery,250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",16,0,0.24,0,0,15.57,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Small bowel surgery,250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",81,0,1.52,0,0,1.97,Same,Yes,0,
2021,California,Riverside,Surgical Site Infections (SSI),Spinal fusion,250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Thoracic surgery,250000507,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",3,0,0.01,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),All procedures,250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,2724,7,17.38,0.4,0.18,0.8,Better,Yes,,
2021,California,Riverside,Surgical Site Infections (SSI),Appendix surgery,250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,184,0,0.59,0,0,6.3,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,57,2,1.67,1.2,0.2,3.96,Same,No,0,
2021,California,Riverside,Surgical Site Infections (SSI),Cardiac surgery,250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,9,0,0.04,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Cesarean section,250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,940,2,1.9,1.05,0.18,3.48,Same,No,0,
2021,California,Riverside,Surgical Site Infections (SSI),Colon surgery,250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,186,2,4.55,0.44,0.07,1.45,Same,Yes,0.24,
2021,California,Riverside,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,128,0,0.64,0,0,5.77,Same,Yes,2.89,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Gallbladder surgery,250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,327,1,0.95,1.05,0.03,5.84,Same,No,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Gastric surgery,250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,35,0,1.33,0,0,2.25,Same,Yes,0,
2021,California,Riverside,Surgical Site Infections (SSI),Hip prosthesis,250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,110,0,0.61,0,0,6.09,Same,Yes,0.67,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, abdominal",250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,112,0,1,0,0,3.69,Same,Yes,0.62,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, vaginal",250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,2,0,0.02,,,,,,0,
2021,California,Riverside,Surgical Site Infections (SSI),Kidney surgery,250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,28,0,0.09,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Knee prosthesis,250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,85,0,0.32,0,0,11.42,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Open reduction of fracture,250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,129,0,0.74,0,0,5,Same,Yes,2.11,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Ovarian surgery,250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,94,0,0.08,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Pacemaker surgery,250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,56,0,0.09,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Rectal surgery,250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,29,0,0.26,0,0,13.97,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Small bowel surgery,250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,100,0,2.04,0,0,1.47,Same,Yes,0.48,
2021,California,Riverside,Surgical Site Infections (SSI),Spleen surgery,250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,19,0,0.07,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Thoracic surgery,250000707,"Kaiser Foundation Hospital, Riverside",Acute Care Hospital,Major Teaching,94,0,0.41,0,0,8.95,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",11,0,0.08,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),All procedures,250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",345,1,1.78,0.56,0.03,2.77,Same,Yes,,
2021,California,Riverside,Surgical Site Infections (SSI),Appendix surgery,250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",25,0,0.06,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Colon surgery,250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",13,0,0.22,0,0,16.77,Same,Yes,0,¥ See Data Dictionary
2021,California,Riverside,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",19,0,0.11,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Gallbladder surgery,250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",38,0,0.09,,,,,,,
2021,California,Riverside,Surgical Site Infections (SSI),Gastric surgery,250000727,Menifee Global Medical Center,Acute Care Hospital,"Community, <125 Beds",2,0,0.02,,,,,,,
